idinspection,inspector_name,fruit,inspection_date,container,exporter,importer,vessel,arrival_date,o2_level_percent,co2_level_percent,pulp_temp_c,atmosphere,etd,int_pallet_nr,pallet_number,caliber,box_net_weight_g,grower,grw_boxes_per_pallet,total_boxes_per_pallet,packing_date,peduncular_mold,decay,soft,dehydrated,cold_damage,bruises,open_injury,scissor_damage,russet_greater_than_4_cm,insect_damage,sunburn,deformed,inspected_boxes
4601,Emily,MANDARINS,2018-01-23,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2017-01-09,3.9,7.1,,STARCOOL,2016-12-09,4601,27452,7,10510,TRES MONTES,120,120,2016-12-01,0,1,0,1,0,0,0,0,2,0,0,0,2
4602,Sarah,MANDARINS,2018-01-23,BMOU961097-9,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2019-01-19,3.9,8.6,4.8,XTENDFRESH,2016-12-16,4602,5480469108,20,10110,SAN CARLOS,120,120,2016-12-07,2,0,0,0,0,1,1,0,6,0,0,0,2
4603,Killian,AVO 4K,2018-01-23,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.6,8.8,4.4,STARCOOL,2017-12-22,4603,5480467773,16,10467,RCQ,300,300,2016-11-30,0,0,0,0,0,0,0,0,0,0,0,0,4
4604,Arjun,AVOCADOS,2018-01-23,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2018-01-16,4.0,7.5,5.5,STARCOOL,2016-12-01,4604,5480474907,18,9951,RCQ,120,120,2016-11-24,0,0,0,0,0,0,0,0,1,0,0,1,3
4605,Emily,MANDARINS,2018-01-23,SUDU296571-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,,,STARCOOL,2016-12-16,4605,5480468502,1-xx,9951,TRES MONTES,120,120,2016-12-06,0,0,0,0,0,0,0,0,3,0,0,1,2
4606,Lucas,AVOCADOS,2018-01-23,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-17,4.0,7.8,4.8,XTENDFRESH,2016-12-16,4606,5480475189,9,10051,SAN CARLOS,120,120,2016-12-12,0,0,0,0,1,1,0,0,2,0,0,2,2
4607,Killian,MANDARINS,2018-01-23,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.4,8.8,3.8,STARCOOL,2018-12-23,4607,F542622,7,9988,SAN CARLOS,120,120,2017-12-10,1,0,0,0,0,0,0,0,6,1,0,1,2
4608,Sarah,MANDARINS,2018-01-23,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,SANTA JULIA,2018-01-16,4.2,7.6,5.0,STARCOOL,2016-12-08,4608,5480468117,16,9951,SAN CARLOS,120,120,2016-12-12,1,0,0,0,0,0,1,0,5,0,0,0,2
4609,Sarah,MANDARINS,2018-01-23,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2018-01-19,4.2,8.6,5.5,,2016-12-16,4609,5480475291,1-xx,9951,RCQ,120,120,2016-12-12,0,0,0,0,0,1,0,0,1,0,0,0,2
4610,Raul,MANDARINS,2018-01-23,BMOU 963267-0,SOUTH CITRICS EXPORT,MMS,SANTA CATALINA,2017-01-17,3.9,8.1,5.1,STARCOOL,2016-12-01,4610,27459,16,10549,SAN CARLOS,120,120,2017-12-15,0,0,0,0,2,0,0,0,1,0,0,3,2
4611,Jost,AVOCADOS,2018-01-23,BMOU963131-2,SOUTH CITRICS EXPORT,AVOPRIME,SANTA CLARA,2017-01-09,8.6,7.4,4.1,STARCOOL,2019-01-26,4611,5480468102,16,10648,SAN CARLOS,120,120,2016-12-07,0,0,1,0,0,0,1,0,6,0,0,0,2
4612,Raul,MANDARINS,2018-01-23,BMOU963131-2,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,6.3,3.8,STARCOOL,2016-12-16,4612,5480469214,9,9951,SAN CARLOS,120,120,2016-11-30,0,0,0,0,2,0,1,0,2,0,0,3,2
4613,Muayad,AVOCADOS,2018-01-23,BMOU 963110-1,SJ EXPORT,AVOPRIME,MSC ASDA,2017-01-05,3.8,8.8,4.8,STARCOOL,2016-12-01,4613,F542696,14,10551,SAN CARLOS,120,120,2017-12-26,0,0,0,0,0,1,0,0,3,0,0,0,2
4614,Raul,MANDARINS,2018-01-23,BMOU960422-0,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,7.9,6.2,STARCOOL,2016-12-01,4614,5480475291,16,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,2,0,0,0,6,0,0,1,2
4615,Emily,AVOCADOS,2018-01-23,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-10,4.2,8.3,5.5,STARCOOL,2016-12-16,4615,5480475300,5,9951,SAN CARLOS,120,120,2017-12-02,1,0,0,0,0,0,1,0,6,1,1,1,2
4616,Emily,MANDARINS,2018-01-23,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2018-01-21,4.8,7.0,3.8,STARCOOL,2016-12-16,4616,F543123,22,10489,TRES MONTES,120,120,2016-12-13,1,0,2,0,0,0,1,0,3,0,0,0,3
4617,Killian,AVOCADOS,2018-01-23,BMOU961097-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,7.8,5.0,,2017-12-26,4617,5480462087,5,10595,SAN CARLOS,120,120,2016-12-06,2,0,0,0,2,0,0,0,1,0,1,0,2
4618,Jost,AVOCADOS,2018-01-23,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-10,4.0,,5.1,XTENDFRESH,2017-12-22,4618,5480469108,20,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,1,0,0,0,2
4619,Jost,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-10,4.6,8.8,,STARCOOL,2016-12-16,4619,5480475284,18,10503,SAN CARLOS,120,120,2016-12-13,1,0,0,0,2,0,1,0,6,0,1,2,2
4620,Arjun,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,7.1,4.8,STARCOOL,2016-12-16,4620,F543123,14,9951,SAN CARLOS,120,120,2016-12-12,0,0,1,0,0,0,0,0,2,0,0,2,2
4621,Arjun,AVO 4K,2018-01-23,BMOU 961339-2,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA CATALINA,2017-12-28,3.9,8.0,3.8,XTENDFRESH,2016-12-16,4621,5480475189,1-xx,10337,FRA,300,300,2016-12-13,0,0,2,1,2,0,0,1,2,0,0,1,2
4622,Sarah,MANDARINS,2018-01-23,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2019-01-19,3.9,8.3,,XTENDFRESH,2016-12-16,4622,27459,14,10199,RCQ,120,120,2018-12-13,0,0,0,0,0,0,2,0,6,0,0,2,2
4623,Sarah,MANDARINS,2018-01-23,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2017-01-10,4.4,8.8,6.2,STARCOOL,2016-12-08,4623,5480468502,14,10036,SAN CARLOS,120,120,2016-11-24,0,0,0,0,2,1,0,0,3,0,0,1,2
4624,Sarah,AVOCADOS,2018-01-23,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,SANTA ANA,2018-01-16,8.6,8.8,4.4,STARCOOL,2016-12-08,4624,5480467776,16,10517,AGRICOLA AA,120,120,2016-12-12,0,0,2,0,0,1,1,0,0,0,0,0,2
4625,Sarah,MANDARINS,2018-01-23,SUDU931036-7,BIO CITRICS,FRUITS EXOTICS,SANTA CLARA,2018-01-16,4.4,8.6,4.8,STARCOOL,2017-12-23,4625,F542696,18,9951,LAS ROSAS,120,120,2017-12-10,0,0,0,2,0,0,1,0,2,0,0,1,2
4626,Arjun,MANDARINS,2018-01-23,BMOU 963267-0,SJ EXPORT,EUROCITRICS,MSC CHLOE,2018-01-16,4.2,8.8,4.4,STARCOOL,2016-12-16,4626,5480462087,14,10603,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,1,0,0,3,1,0,2,1
4627,Raul,AVOCADOS,2018-01-23,BMOU 961339-2,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2018-01-16,4.0,6.3,5.4,STARCOOL,2016-12-16,4627,27459,22,10023,FRA,120,120,2016-12-13,0,0,0,1,0,0,1,0,3,0,1,0,2
4628,Jost,MANDARINS,2018-01-23,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-28,4.0,7.1,5.5,STARCOOL,2018-12-23,4628,5480468503,22,9951,TRES MONTES,120,120,2016-11-30,0,0,0,0,0,1,1,0,0,1,1,2,2
4629,Jost,AVO 4K,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2018-01-16,4.0,7.1,5.5,STARCOOL,2016-12-16,4629,5480474907,12,10626,AGRICOLA AA,300,300,2016-12-13,0,0,0,0,0,0,0,0,6,0,0,0,2
4630,Arjun,AVOCADOS,2018-01-23,HLBU 907275-2,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA ANA,2017-01-10,3.8,7.0,4.1,EXTRAFRESH,2016-12-16,4630,5480475304,20,10102,LAS ROSAS,120,120,2016-12-07,0,0,0,0,0,1,1,0,2,0,0,3,2
4631,Arjun,AVOCADOS,2018-01-23,HLBU 907275-2,SOUTH CITRICS EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-09,3.8,7.8,,STARCOOL,2016-12-09,4631,5480467777,18,10575,LAS ROSAS,120,120,2016-12-06,0,0,0,0,0,1,0,0,3,0,0,0,4
4632,Sarah,AVOCADOS,2018-01-23,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-09,4.3,7.1,4.8,STARCOOL,2016-12-09,4632,5480467776,5,10170,AGRICOLA AA,120,120,2016-12-01,0,1,0,0,0,0,1,0,2,0,0,3,2
4633,Sarah,MANDARINS,2018-01-23,SUDU233321-1,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,3.9,6.3,5.2,,2017-12-20,4633,5480469214,1-x,10256,SAN CARLOS,120,120,2016-12-07,0,0,0,1,0,0,1,0,5,0,0,3,2
4634,Sarah,AVOCADOS,2018-01-23,MSCU225856-0,CITRICS CL,AVOPRIME,SAN CLEMENTE,2017-01-17,8.6,8.3,4.8,STARCOOL,2019-01-26,4634,5480475300,3,10483,SAN CARLOS,120,120,2016-12-01,0,0,0,0,0,1,0,0,2,0,0,5,2
4635,Muayad,MANDARINS,2018-01-23,MSCU225856-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.8,7.4,4.8,STARCOOL,2016-12-16,4635,5480474969,18,10827,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,6,0,0,0,2
4636,Sarah,AVOCADOS,2018-01-23,SUDU233321-1,CITRICS CL,EUROCITRICS,MSC ANZU,2017-01-05,3.9,8.9,5.0,STARCOOL,2017-12-25,4636,5480475284,18,10545,TRES MONTES,120,120,2016-11-30,2,0,1,0,0,1,0,0,1,0,0,0,2
4637,Arjun,AVOCADOS,2018-01-23,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,3.9,6.3,4.8,STARCOOL,2016-12-01,4637,5480474969,20,10252,AGRICOLA AA,120,120,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,2,2
4638,Emily,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-29,4.2,8.8,,,2016-12-16,4638,5480467753,14,9951,RCQ,120,120,2017-12-15,0,0,0,0,0,0,1,0,3,1,0,0,1
4639,Emily,MANDARINS,2018-01-23,MSCU361476-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,4.4,8.1,5.0,STARCOOL,2016-12-16,4639,5480467777,14,10160,SAN CARLOS,120,120,2016-12-13,0,0,0,2,2,0,1,0,2,0,1,0,2
4640,Sarah,MANDARINS,2018-01-23,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2018-01-16,4.0,8.0,3.8,,2016-12-09,4640,5480462086,20,10269,AAA,120,120,2016-12-06,1,0,0,1,0,0,0,0,6,1,0,0,2
4641,Killian,AVOCADOS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-10,4.4,7.1,,STARCOOL,2016-12-08,4641,5480475292,7,9951,SAN CARLOS,120,120,2017-12-13,0,0,0,0,0,0,1,0,6,0,0,1,2
4642,Sarah,AVOCADOS,2018-01-23,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2018-01-19,4.3,7.4,5.5,STARCOOL,2017-12-25,4642,F542696,14,10160,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,1,1,0,3,0,0,0,2
4643,Jost,MANDARINS,2018-01-23,SUDU962715-3,SOUTH CITRICS EXPORT,MKVTRB,SANTA ANA,2018-01-16,3.8,8.3,6.2,XTENDFRESH,2018-12-23,4643,F543123,20,10610,AGRICOLA AA,120,120,2016-12-07,0,1,0,0,0,0,1,0,3,1,0,1,2
4644,Sarah,MANDARINS,2018-01-23,SUDU233321-1,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2018-01-19,3.8,7.6,,STARCOOL,2016-12-01,4644,5480462089,16,10268,SAN CARLOS,120,120,2016-12-12,0,1,1,0,0,0,1,0,1,0,0,0,2
4645,Arjun,AVOCADOS,2018-01-23,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-12-29,4.0,7.6,4.8,STARCOOL,2016-12-08,4645,5480475583,14,10296,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,0,0,0,1,0,0,2,2
4646,Arjun,MANDARINS,2018-01-23,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.6,7.1,4.1,STARCOOL,2016-12-01,4646,5480475284,18,10423,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,0,2,6,0,0,0,2
4647,Muayad,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2018-01-19,8.6,8.3,3.8,STARCOOL,2016-12-09,4647,5480461914,20,10626,SAN CARLOS,120,120,2016-12-12,1,0,1,0,0,0,0,0,6,0,0,0,2
4648,Jost,MANDARINS,2018-01-23,BMOU 961339-2,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2017-01-10,8.6,8.3,5.2,STARCOOL,2018-12-23,4648,5480467815,24,9951,SAN CARLOS,120,120,2018-12-13,0,0,0,1,0,0,1,0,2,1,0,0,2
4649,Sarah,AVOCADOS,2018-01-23,BMOU 963267-0,CITRICS CL,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,8.6,8.8,,STARCOOL,2016-12-16,4649,5480474969,20,10013,LAS ROSAS,120,120,2016-12-13,2,0,0,1,1,1,1,0,4,0,0,0,2
4650,Sarah,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,6.3,5.0,STARCOOL,2016-12-09,4650,5480467776,14,9951,TRES MONTES,120,120,2019-01-16,1,0,0,0,0,0,1,0,6,0,0,0,2
4651,Emily,AVOCADOS,2018-01-23,BMOU 963267-0,AGRICOLA SUR SA,MMS,MSC CHLOE,2017-01-10,4.1,7.4,4.4,XTENDFRESH,2016-12-16,4651,F542697,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,1,0,0,0,0,3,0,0,0,2
4652,Emily,MANDARINS,2018-01-23,BMOU960422-0,CITRICS CL,MKVTRB,SANTA CLARA,2017-12-28,4.3,8.6,5.1,XTENDFRESH,2016-12-09,4652,F542622,14,10184,SAN CARLOS,120,120,2016-11-24,1,0,0,0,2,0,0,3,3,0,0,0,2
4653,Sarah,AVOCADOS,2018-01-23,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,SANTA CATALINA,2017-01-09,4.8,7.1,5.5,STARCOOL,2016-12-16,4653,F544133,14,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,2,2,0,0,0,6,0,0,0,2
4654,Emily,MANDARINS,2018-01-23,BMOU 963267-0,CITRICS CL,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,4.4,8.0,5.1,STARCOOL,2016-12-01,4654,5480469108,4,10185,SAN CARLOS,120,120,2016-11-24,0,0,0,1,2,0,1,0,2,0,0,0,2
4655,Sarah,AVOCADOS,2018-01-23,MSCU221156-5,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-17,3.9,7.1,5.5,STARCOOL,2016-12-09,4655,5480475284,16,10064,RCQ,120,120,2016-12-13,0,0,0,0,0,0,1,0,2,0,1,0,2
4656,Emily,MANDARINS,2018-01-23,BMOU963865-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-12-29,4.0,7.4,4.8,STARCOOL,2016-12-16,4656,5480467776,26,9951,LP,120,120,2017-12-10,0,1,0,0,0,0,0,0,2,0,0,2,2
4657,Sarah,MANDARINS,2018-01-23,BMOU963865-0,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2018-01-19,4.4,7.1,4.6,EXTRAFRESH,2016-12-09,4657,5480475303,5,10465,LP,120,120,2016-12-07,0,0,0,0,2,0,0,0,2,0,0,0,1
4658,Muayad,MANDARINS,2018-01-23,SUDU962715-3,CITRICS CL,MKVTRB,SANTA CLARA,2017-12-28,8.6,6.3,6.2,EXTRAFRESH,2017-12-22,4658,5480469108,16,10194,SAN CARLOS,120,120,2016-12-07,0,0,1,0,2,1,1,0,1,1,0,2,2
4659,Sarah,AVOCADOS,2018-01-23,BMOU963865-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,,,XTENDFRESH,2016-12-16,4659,5480469108,14,9951,FRA,120,120,2016-11-29,0,0,0,1,0,0,0,0,3,0,0,3,2
4660,Jost,MANDARINS,2018-01-23,BMOU963885-2,CITRICS CL,AVOPRIME,MSC CHLOE,2017-12-29,4.6,7.1,4.8,STARCOOL,2016-12-16,4660,F542622,1-xx,10647,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,1,0,1,0,0,0,2
4661,Arjun,AVOCADOS,2018-01-23,SUDU931036-7,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,7.1,6.2,STARCOOL,2017-12-22,4661,5480467753,4,9951,RCQ,120,120,2016-12-12,0,0,0,0,0,0,0,3,3,1,0,0,2
4662,Emily,MANDARINS,2018-01-23,SUDU931477-9,AGRICOLA SUR SA,EUROCITRICS,MSC CHLOE,2017-01-09,3.9,7.1,,,2016-12-01,4662,5480467753,12,10161,TRES MONTES,120,120,2017-12-02,0,0,0,0,2,0,1,0,1,0,0,0,2
4663,Raul,AVO 4K,2018-01-23,BMOU963865-0,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2019-02-22,3.9,,4.1,STARCOOL,2016-12-16,4663,5480467797,14,9951,SAN CARLOS,300,300,2017-12-02,0,0,2,0,0,1,0,0,6,0,0,1,2
4664,Lucas,MANDARINS,2018-01-23,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.8,7.5,5.0,STARCOOL,2016-12-08,4664,5480469119,1-xx,10297,AGRICOLA AA,120,120,2016-12-13,0,0,0,0,0,0,0,0,4,0,0,0,2
4665,Emily,AVO 4K,2018-01-23,MSCU225856-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.8,6.3,5.1,STARCOOL,2016-12-16,4665,F548003,20,9953,SAN CARLOS,300,300,2016-12-05,1,0,1,0,2,0,1,0,2,0,0,3,2
4666,Killian,MANDARINS,2018-01-23,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2018-01-16,8.6,7.0,6.2,STARCOOL,2016-12-01,4666,27459,18,9951,AGRICOLA AA,120,120,2018-12-13,0,0,0,0,0,0,1,0,1,0,0,2,2
4667,Sarah,AVOCADOS,2018-01-23,BMOU960422-0,BIO CITRICS,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,6.3,4.1,STARCOOL,2016-12-16,4667,5480469108,20,10308,SAN CARLOS,120,120,2016-12-01,0,0,0,0,2,0,0,0,3,0,0,0,2
4668,Arjun,MANDARINS,2018-01-23,SUDU962715-3,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,3.9,8.8,4.8,STARCOOL,2016-12-09,4668,5480462086,18,10635,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,0,2
4669,Arjun,MANDARINS,2018-01-23,SUDU396415-5,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,8.9,5.1,STARCOOL,2016-12-08,4669,5480475292,7,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,1,3,6,0,0,2,2
4670,Sarah,AVOCADOS,2018-01-23,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-12-29,3.9,6.3,5.0,STARCOOL,2016-12-16,4670,F542697,14,9962,TRES MONTES,120,120,2016-12-12,0,1,0,0,0,0,1,0,2,0,0,3,2
4671,Arjun,MANDARINS,2018-01-23,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,4.4,7.9,4.1,STARCOOL,2017-12-23,4671,5480468117,20,9951,RCQ,120,120,2016-12-01,0,0,0,0,0,1,1,0,2,0,0,0,2
4672,Killian,MANDARINS,2018-01-23,BMOU 961339-2,SJ EXPORT,AVOPRIME,MSC CARIBEAN,2017-12-29,4.0,6.3,4.8,STARCOOL,2016-12-08,4672,5480475294,14,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,0,0,3,1,0,2,2
4673,Arjun,AVOCADOS,2018-01-23,BMOU960422-0,SOUTH CITRICS EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2019-01-19,4.4,7.4,5.0,,2016-12-16,4673,27459,14,9951,LP,120,120,2016-12-13,0,1,0,1,0,0,1,3,1,0,1,0,1
4674,Sarah,AVOCADOS,2018-01-23,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,7.9,5.1,STARCOOL,2016-12-16,4674,5480469108,5,9951,AAA,120,120,2016-12-12,0,0,0,0,0,0,0,0,6,0,0,0,3
4675,Sarah,MANDARINS,2018-01-23,SUDU931036-7,SJ EXPORT,MMS,MSC CHLOE,2017-01-05,4.4,7.1,3.8,STARCOOL,2016-12-01,4675,5480469108,18,10236,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,0,1,1,0,2
4676,Sarah,AVOCADOS,2018-01-23,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2018-01-16,4.0,7.5,4.8,,2016-12-01,4676,5480475284,18,10604,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,0,2
4677,Killian,MANDARINS,2018-01-23,BMOU960422-0,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA ANA,2018-01-19,4.4,7.1,6.2,STARCOOL,2016-12-08,4677,5480475294,1-xx,9957,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,1,0,1,0,0,0,2
4678,Arjun,AVOCADOS,2018-01-23,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,8.6,7.6,5.5,,2017-12-26,4678,5480475303,16,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,2,0,1,0,3,0,0,0,2
4679,Muayad,MANDARINS,2018-01-23,MSCU361476-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,8.8,3.8,STARCOOL,2016-12-16,4679,5480489019,3,10434,LP,120,120,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,0,3
4680,Killian,AVOCADOS,2018-01-23,SUDU931477-9,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-01-09,3.9,8.8,,STARCOOL,2016-12-16,4680,27452,18,9951,LAS ROSAS,120,120,2017-12-10,0,0,0,0,0,0,1,0,3,0,0,0,2
4681,Jost,AVOCADOS,2018-01-23,BMOU960422-0,SJ EXPORT,AVOPRIME,MSC CHLOE,2018-01-16,4.2,8.0,4.8,,2016-12-16,4681,5480474907,14,10166,RCQ,120,120,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,0,2
4682,Jost,AVOCADOS,2018-01-23,HLBU 907075-0,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2018-01-21,4.1,7.0,3.8,STARCOOL,2016-12-16,4682,5480475303,20,9951,SAN CARLOS,120,120,2016-12-12,1,0,0,0,0,0,0,0,0,0,0,3,2
4683,Emily,AVOCADOS,2018-01-23,BMOU 963267-0,SOUTH CITRICS EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-12,4.2,8.9,5.5,XTENDFRESH,2016-12-16,4683,5480468086,18,9951,TRES MONTES,120,120,2016-11-23,0,0,0,0,0,0,0,0,3,0,0,1,2
4684,Killian,AVOCADOS,2018-01-23,BMOU 961339-2,SJ EXPORT,AVOPRIME,SANTA CATALINA,2017-01-17,3.7,7.2,5.0,STARCOOL,2016-12-01,4684,5480462089,18,10441,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,5,0,0,0,2
4685,Jost,AVOCADOS,2018-01-23,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,SANTA JULIA,2017-12-29,3.8,8.8,5.5,STARCOOL,2016-12-09,4685,F543123,14,9951,SAN CARLOS,120,120,2017-12-02,0,0,0,0,0,0,1,0,3,0,0,0,2
4686,Sarah,MANDARINS,2018-01-23,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-12-28,3.9,6.3,5.1,STARCOOL,2018-12-23,4686,F544133,14,10482,SAN CARLOS,120,120,2016-12-07,0,0,2,0,0,0,0,0,3,0,1,2,2
4687,Arjun,MANDARINS,2018-01-23,SUDU396415-5,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-19,4.4,7.5,,STARCOOL,2016-12-08,4687,F543123,18,10008,SAN CARLOS,120,120,2017-12-26,0,0,0,0,0,1,0,0,2,0,0,3,2
4688,Jost,MANDARINS,2018-01-23,BMOU961097-9,CITRICS CL,FRUITS EXOTICS,SANTA ANA,2017-01-10,8.6,8.3,4.4,STARCOOL,2018-12-23,4688,F542697,1-x,10511,SAN CARLOS,120,120,2017-12-15,0,0,0,0,0,0,1,0,1,0,0,7,2
4689,Arjun,AVO 4K,2018-01-23,MSCU654560-2,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-09,3.9,8.9,5.5,XTENDFRESH,2017-12-23,4689,5480475303,18,9951,SAN CARLOS,300,300,2016-12-12,0,0,1,1,0,1,1,0,3,0,0,2,2
4690,Sarah,AVO 4K,2018-01-23,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2019-02-22,4.3,8.8,5.5,STARCOOL,2017-12-23,4690,5480475585,1-xx,9951,SAN CARLOS,300,300,2016-12-12,1,0,0,0,2,0,0,0,3,0,0,2,4
